epoch,accuracy,loss,val_accuracy,val_loss
53,0.006414087489247322,0.3983449935913086,0.0063937027007341385,0.49531394243240356
54,0.006383529398590326,0.3957231640815735,0.0066240825690329075,0.47993096709251404
55,0.006409011781215668,0.3932521641254425,0.006388376001268625,0.5002395510673523
56,0.006333691533654928,0.39599987864494324,0.00731730367988348,0.43213626742362976
57,0.0063930898904800415,0.39439547061920166,0.006510328035801649,0.48454904556274414
58,0.006436046678572893,0.3926144242286682,0.005926067475229502,0.5382778644561768
59,0.006443931721150875,0.3969048261642456,0.006401653401553631,0.49770936369895935
60,0.006309325806796551,0.397611528635025,0.006294783670455217,0.5009728074073792
61,0.006476623006165028,0.39037376642227173,0.0066739763133227825,0.47262105345726013
62,0.006386461202055216,0.39008015394210815,0.006713699549436569,0.4696759283542633
63,0.006526587530970573,0.38614997267723083,0.006619298364967108,0.48001348972320557
64,0.006539338734000921,0.3882420063018799,0.006924400106072426,0.4572505056858063
65,0.006608756724745035,0.38844630122184753,0.007305111736059189,0.4468954801559448
66,0.006658151745796204,0.38599181175231934,0.007463669870048761,0.43577128648757935
67,0.006682617124170065,0.3839494585990906,0.007149502635002136,0.4507122337818146
68,0.006743410602211952,0.3817567229270935,0.00728624127805233,0.45247727632522583
69,0.00669732503592968,0.3811977803707123,0.006854502018541098,0.4667028486728668
70,0.006794842891395092,0.379293292760849,0.006660461891442537,0.48720666766166687
71,0.006822697352617979,0.3813484013080597,0.007675455883145332,0.442621111869812
72,0.006857212632894516,0.3830258846282959,0.007113744970411062,0.4610375165939331
73,0.006712399423122406,0.3782479763031006,0.007002347614616156,0.4567771255970001
74,0.006683770101517439,0.37863674759864807,0.007319493684917688,0.442143052816391
75,0.006793367676436901,0.3763391971588135,0.00693295244127512,0.46688270568847656
76,0.006790844723582268,0.3757461905479431,0.007239445112645626,0.44810619950294495
77,0.006856056395918131,0.3742465078830719,0.007367237005382776,0.44780203700065613
78,0.006908091250807047,0.3744204640388489,0.007065735291689634,0.45731881260871887
79,0.006911760661751032,0.3729327917098999,0.007125197444111109,0.45920994877815247
80,0.006960902363061905,0.37291568517684937,0.00770109286531806,0.43754807114601135
81,0.006981538608670235,0.37254834175109863,0.006998914759606123,0.460340678691864
82,0.006933816242963076,0.37194231152534485,0.00733129121363163,0.45811405777931213
83,0.006987878121435642,0.37150222063064575,0.007379310671240091,0.4457372725009918
84,0.006922596134245396,0.3707834482192993,0.007503087632358074,0.4458026885986328
85,0.0070298523642122746,0.36962807178497314,0.007213728968054056,0.4579707384109497
86,0.0069837928749620914,0.36942756175994873,0.007533084601163864,0.4428311586380005
87,0.007077316287904978,0.36899515986442566,0.007479916326701641,0.44681718945503235
88,0.007019700016826391,0.3690069615840912,0.0074462988413870335,0.450553297996521
89,0.007237816695123911,0.36868929862976074,0.007206794340163469,0.45998314023017883
90,0.007045401725918055,0.36913180351257324,0.007745196111500263,0.4405975043773651
91,0.007286373991519213,0.36955901980400085,0.007707642856985331,0.4411499798297882
92,0.007232332136482,0.3681314289569855,0.007534810807555914,0.45239660143852234
93,0.012576564215123653,0.3684738576412201,0.009268851019442081,0.4455196261405945
94,0.020952776074409485,0.38400575518608093,0.007176639512181282,0.45710471272468567
95,0.039536237716674805,0.38480114936828613,0.02318991720676422,0.4637773633003235
96,0.05829538777470589,0.37768474221229553,0.06477872282266617,0.4392671585083008
97,0.07281464338302612,0.3736485540866852,0.08110344409942627,0.4524611532688141
98,0.10476651042699814,0.37201598286628723,0.14882898330688477,0.43411877751350403
99,0.13839344680309296,0.36936450004577637,0.1650068610906601,0.4388049840927124
